Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Aug 14, 2020",TOR,DEN,H,48,117,45,90,50.0,18,35,51.4,9,14,64.3,13,38,51,27,19,8,5,24,8
"Aug 12, 2020",PHI,TOR,A,48,125,40,90,44.4,18,43,41.9,27,40,67.5,11,36,47,28,12,8,7,23,4
"Aug 10, 2020",MIL,TOR,A,48,114,42,97,43.3,12,40,30.0,18,26,69.2,16,39,55,24,14,11,6,27,8
"Aug 09, 2020",TOR,MEM,H,48,108,34,71,47.9,15,39,38.5,25,33,75.8,5,35,40,25,26,17,7,23,9
"Aug 07, 2020",TOR,BOS,A,48,100,38,89,42.7,10,38,26.3,14,17,82.4,9,39,48,20,18,8,7,18,-22
"Aug 05, 2020",ORL,TOR,A,48,109,38,78,48.7,12,33,36.4,21,30,70.0,3,41,44,25,15,6,2,21,10
"Aug 03, 2020",MIA,TOR,A,48,107,29,67,43.3,16,32,50.0,33,36,91.7,3,36,39,19,21,6,3,19,4
"Aug 01, 2020",TOR,LAL,H,48,107,35,84,41.7,14,34,41.2,23,26,88.5,7,44,51,24,18,7,5,28,15
"Mar 09, 2020",UTA,TOR,A,48,101,36,83,43.4,13,36,36.1,16,18,88.9,14,39,53,22,20,9,2,14,9
"Mar 08, 2020",SAC,TOR,A,48,118,39,82,47.6,19,48,39.6,21,27,77.8,2,34,36,27,9,10,3,22,5
"Mar 05, 2020",GSW,TOR,A,48,121,40,84,47.6,13,41,31.7,28,31,90.3,3,36,39,28,12,10,3,24,8
"Mar 03, 2020",PHX,TOR,A,48,123,40,86,46.5,14,34,41.2,29,35,82.9,9,38,47,17,15,9,5,25,9
"Mar 01, 2020",DEN,TOR,H,48,118,41,89,46.1,10,38,26.3,26,29,89.7,8,28,36,24,12,9,4,24,-15
"Feb 28, 2020",TOR,CHA,A,48,96,33,95,34.7,10,43,23.3,20,29,69.0,14,31,45,19,5,11,3,25,-3
"Feb 25, 2020",TOR,MIL,A,48,97,32,91,35.2,18,52,34.6,15,21,71.4,9,34,43,21,17,4,5,26,-11
"Feb 23, 2020",TOR,IND,H,48,127,47,92,51.1,17,44,38.6,16,18,88.9,10,47,57,32,17,9,10,21,46
"Feb 21, 2020",TOR,PHX,H,48,118,42,80,52.5,14,37,37.8,20,22,90.9,7,41,48,24,25,7,13,20,17
"Feb 12, 2020",BKN,TOR,H,48,91,34,90,37.8,13,43,30.2,10,13,76.9,6,36,42,21,13,6,4,20,-10
"Feb 10, 2020",TOR,MIN,H,48,137,51,89,57.3,17,33,51.5,18,23,78.3,9,32,41,29,20,15,4,26,11
"Feb 08, 2020",TOR,BKN,H,48,119,45,95,47.4,14,35,40.0,15,21,71.4,13,35,48,22,7,6,5,22,1
"Feb 07, 2020",IND,TOR,A,48,115,42,88,47.7,17,38,44.7,14,17,82.4,8,31,39,28,16,12,3,22,9
"Feb 05, 2020",TOR,IND,H,48,119,43,86,50.0,12,32,37.5,21,24,87.5,7,30,37,27,10,12,0,17,1
"Feb 02, 2020",TOR,CHI,H,48,129,47,84,56.0,16,34,47.1,19,23,82.6,12,34,46,28,15,6,5,18,27
"Jan 31, 2020",DET,TOR,A,48,105,44,85,51.8,9,27,33.3,8,11,72.7,7,35,42,26,16,6,7,27,13
"Jan 30, 2020",CLE,TOR,A,48,115,41,84,48.8,12,32,37.5,21,28,75.0,9,28,37,23,14,13,3,20,6
"Jan 28, 2020",TOR,ATL,H,48,130,48,97,49.5,13,43,30.2,21,27,77.8,10,42,52,26,13,10,6,26,16
"Jan 26, 2020",SAS,TOR,A,48,110,41,99,41.4,16,50,32.0,12,15,80.0,14,36,50,31,9,11,2,22,4
"Jan 24, 2020",NYK,TOR,A,48,118,41,81,50.6,17,35,48.6,19,23,82.6,5,26,31,25,7,10,6,20,6
"Jan 22, 2020",TOR,PHI,H,48,107,40,86,46.5,13,33,39.4,14,21,66.7,8,45,53,27,12,6,2,19,12
"Jan 20, 2020",ATL,TOR,A,48,122,38,92,41.3,13,42,31.0,33,43,76.7,12,33,45,25,14,13,3,25,5
"Jan 18, 2020",MIN,TOR,A,48,122,47,91,51.6,13,35,37.1,15,17,88.2,7,35,42,25,14,13,9,23,10
"Jan 17, 2020",TOR,WAS,H,48,140,52,91,57.1,22,43,51.2,14,16,87.5,7,34,41,35,19,16,2,24,29
"Jan 15, 2020",OKC,TOR,A,48,130,52,85,61.2,15,27,55.6,11,15,73.3,5,31,36,33,19,13,1,23,9
"Jan 12, 2020",TOR,SAS,A,48,104,39,96,40.6,17,48,35.4,9,11,81.8,8,37,45,30,12,7,3,23,-1
"Jan 08, 2020",CHA,TOR,A,53,112,42,94,44.7,14,36,38.9,14,20,70.0,14,32,46,34,13,7,5,23,2
"Jan 07, 2020",TOR,POR,A,48,99,35,96,36.5,15,42,35.7,14,19,73.7,17,40,57,21,13,5,7,21,-2
"Jan 04, 2020",BKN,TOR,A,48,121,44,97,45.4,13,32,40.6,20,28,71.4,15,28,43,21,8,10,4,25,19
"Jan 02, 2020",MIA,TOR,H,48,76,28,89,31.5,6,42,14.3,14,17,82.4,13,35,48,20,11,4,6,12,-8
"Dec 31, 2019",TOR,CLE,H,48,117,40,84,47.6,17,39,43.6,20,25,80.0,10,35,45,29,12,5,7,15,20
"Dec 29, 2019",TOR,OKC,A,48,97,35,83,42.2,15,40,37.5,12,12,100,8,34,42,21,17,7,2,20,-1
"Dec 28, 2019",BOS,TOR,A,48,113,44,84,52.4,14,34,41.2,11,17,64.7,15,38,53,27,22,8,3,32,16
"Dec 25, 2019",TOR,BOS,A,48,102,38,80,47.5,8,23,34.8,18,22,81.8,7,27,34,17,17,13,7,13,-16
"Dec 23, 2019",IND,TOR,H,53,115,43,94,45.7,11,40,27.5,18,24,75.0,12,38,50,30,16,6,8,22,-5
"Dec 22, 2019",TOR,DAL,H,48,110,37,94,39.4,10,34,29.4,26,31,83.9,14,37,51,21,12,12,5,21,3
"Dec 20, 2019",TOR,WAS,H,48,122,38,78,48.7,12,30,40.0,34,44,77.3,6,36,42,26,17,6,3,25,4
"Dec 18, 2019",DET,TOR,A,48,112,39,91,42.9,13,35,37.1,21,24,87.5,12,35,47,27,12,9,6,20,13
"Dec 16, 2019",TOR,CLE,H,48,133,52,89,58.4,16,32,50.0,13,17,76.5,6,35,41,31,7,7,2,19,20
"Dec 14, 2019",TOR,BKN,H,48,110,38,98,38.8,14,40,35.0,20,25,80.0,10,41,51,21,11,10,10,23,8
"Dec 11, 2019",TOR,LAC,A,48,92,31,88,35.2,8,36,22.2,22,25,88.0,15,32,47,21,18,10,8,24,-20
"Dec 09, 2019",CHI,TOR,A,48,93,34,90,37.8,7,29,24.1,18,26,69.2,14,40,54,19,17,8,9,12,1
"Dec 08, 2019",PHI,TOR,H,48,104,38,88,43.2,11,33,33.3,17,20,85.0,13,29,42,21,18,13,4,22,-6
"Dec 05, 2019",TOR,HOU,A,48,109,38,88,43.2,12,39,30.8,21,24,87.5,12,33,45,27,18,14,5,21,-10
"Dec 03, 2019",TOR,MIA,A,53,110,35,91,38.5,11,43,25.6,29,36,80.6,9,39,48,25,12,5,4,20,-11
"Dec 01, 2019",TOR,UTA,H,48,130,47,90,52.2,19,36,52.8,17,21,81.0,7,36,43,36,14,14,8,24,20
"Nov 29, 2019",ORL,TOR,A,48,90,31,84,36.9,11,38,28.9,17,28,60.7,11,35,46,21,14,16,4,20,7
"Nov 27, 2019",TOR,NYK,H,48,126,46,94,48.9,21,41,51.2,13,17,76.5,17,35,52,26,12,6,4,18,28
"Nov 25, 2019",TOR,PHI,H,48,101,38,84,45.2,11,34,32.4,14,22,63.6,8,32,40,27,10,5,5,18,5
"Nov 23, 2019",ATL,TOR,A,48,119,40,88,45.5,13,37,35.1,26,30,86.7,12,30,42,22,17,5,5,16,3
"Nov 20, 2019",TOR,ORL,H,48,113,45,87,51.7,9,27,33.3,14,19,73.7,10,37,47,26,13,5,5,21,16
"Nov 18, 2019",TOR,CHA,H,48,132,50,97,51.5,20,43,46.5,12,15,80.0,16,37,53,40,11,13,2,25,36
"Nov 16, 2019",DAL,TOR,H,48,102,37,89,41.6,17,41,41.5,11,15,73.3,7,35,42,21,15,7,2,20,-8
"Nov 13, 2019",POR,TOR,A,48,114,42,92,45.7,14,32,43.8,16,17,94.1,14,36,50,20,14,4,9,20,8
"Nov 11, 2019",LAC,TOR,H,48,88,34,85,40.0,11,30,36.7,9,15,60.0,5,33,38,25,15,9,8,24,-10
"Nov 10, 2019",LAL,TOR,A,48,113,43,89,48.3,12,36,33.3,15,22,68.2,7,36,43,26,15,6,8,17,9
"Nov 08, 2019",NOP,TOR,A,48,122,41,93,44.1,19,43,44.2,21,24,87.5,10,43,53,27,17,9,3,24,18
"Nov 06, 2019",TOR,SAC,H,48,124,43,78,55.1,14,29,48.3,24,29,82.8,2,35,37,28,14,10,4,20,4
"Nov 02, 2019",MIL,TOR,H,48,105,34,84,40.5,15,36,41.7,22,25,88.0,7,35,42,24,14,5,6,22,-10
"Oct 30, 2019",TOR,DET,H,48,125,51,86,59.3,13,27,48.1,10,12,83.3,3,31,34,30,15,12,2,22,12
"Oct 28, 2019",TOR,ORL,H,48,104,33,85,38.8,10,39,25.6,28,30,93.3,6,46,52,19,17,9,2,20,9
"Oct 26, 2019",CHI,TOR,A,48,108,38,82,46.3,15,42,35.7,17,18,94.4,10,49,59,27,24,9,12,25,24
"Oct 25, 2019",BOS,TOR,H,48,106,37,78,47.4,18,36,50.0,14,17,82.4,5,41,46,22,23,2,6,28,-6
"Oct 22, 2019",TOR,NOP,H,53,130,42,103,40.8,14,40,35.0,32,38,84.2,16,41,57,23,17,7,3,24,8
